"Marital status;Application mode;Application order;Course;""Daytime/evening attendance	"";Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target"
4;1;1;8014;0;1;133.1;1;39;19;4;10;143.0;1;0;0;1;0;1;47;0;0;6;9;5;14.166666666666666;0;0;6;7;6;14.166666666666666;0;16.2;0.3;-0.92;Graduate
2;51;1;9991;0;1;127.0;1;37;37;8;4;100.1;0;0;0;1;0;0;31;0;1;5;5;5;14.0;0;0;5;5;5;13.8;0;8.9;1.4;3.51;Graduate
1;1;1;9070;1;1;126.0;1;19;37;7;5;119.4;0;0;0;1;0;1;21;0;0;6;7;5;13.8;0;0;6;6;6;12.833333333333334;0;16.2;0.3;-0.92;Graduate
1;1;1;8014;0;1;128.0;1;38;38;0;0;122.1;0;0;0;1;0;0;21;0;0;6;8;5;12.8;0;0;6;10;6;11.857142857142858;0;7.6;2.6;0.32;Graduate
2;39;1;9773;1;12;100.0;1;1;1;4;4;100.0;0;0;0;1;0;0;24;0;0;6;6;6;12.166666666666666;0;0;6;6;6;13.833333333333334;0;7.6;2.6;0.32;Graduate
1;17;1;9070;1;1;123.0;1;4;37;2;9;113.9;0;0;0;1;0;0;18;0;0;6;8;6;12.5;0;0;6;6;6;12.333333333333334;0;15.5;2.8;-4.06;Enrolled
1;39;1;8014;0;15;170.0;1;34;1;90;2;101.0;0;0;0;1;0;0;32;0;0;6;9;4;12.0;0;0;6;12;4;11.5;0;7.6;2.6;0.32;Graduate
1;18;2;8014;0;1;117.0;1;3;1;3;4;111.8;1;0;0;1;0;1;19;0;0;6;8;6;10.833333333333334;0;0;6;9;6;11.5;0;10.8;1.4;1.74;Graduate
1;39;1;9500;1;1;140.0;1;3;3;1;1;140.0;1;0;0;1;0;0;24;0;0;8;8;8;13.385;0;0;8;8;8;13.385;0;9.4;-0.8;-3.12;Graduate
1;17;4;9085;1;1;123.0;1;19;19;4;10;124.4;1;0;0;1;0;0;19;0;0;6;14;6;15.666666666666666;0;0;6;9;6;14.5;0;15.5;2.8;-4.06;Graduate
1;44;1;9003;1;39;150.0;1;19;37;6;6;150.0;0;0;1;1;0;1;19;0;0;6;9;6;14.333333333333334;0;0;6;7;6;13.833333333333334;0;13.9;-0.3;0.79;Graduate
1;44;1;9003;1;39;140.0;1;37;37;9;4;140.0;0;0;0;1;0;0;24;0;0;6;10;6;11.428571428571429;0;0;6;12;5;13.0;0;12.4;0.5;1.79;Enrolled
1;17;4;9238;1;1;123.0;1;19;19;191;144;116.0;1;0;0;1;0;1;18;0;0;6;9;6;11.666666666666666;0;0;6;8;6;11.666666666666666;0;8.9;1.4;3.51;Graduate
1;1;1;9070;1;1;130.0;1;38;37;3;6;135.6;1;0;0;1;0;1;19;0;0;6;9;5;12.0;0;0;6;10;2;11.333333333333334;0;8.9;1.4;3.51;Dropout
2;1;1;9500;1;1;137.0;1;3;38;2;4;121.0;0;0;0;1;0;1;19;0;0;8;8;7;14.725714285714288;0;0;8;8;7;14.725714285714288;0;10.8;1.4;1.74;Graduate
1;17;2;9773;1;1;126.0;1;19;38;9;8;118.7;1;0;0;1;0;1;18;0;0;6;6;6;14.166666666666666;0;0;6;6;6;13.666666666666666;0;12.4;0.5;1.79;Graduate
1;1;1;9238;1;1;125.0;1;1;1;3;3;125.7;1;0;0;1;0;0;18;0;0;6;10;6;11.571428571428571;0;0;6;8;6;12.333333333333334;0;12.4;0.5;1.79;Graduate
1;17;4;9556;1;1;112.0;1;1;1;4;10;107.1;1;0;0;1;0;0;20;0;0;7;7;7;12.5;0;0;8;8;8;13.1375;0;12.4;0.5;1.79;Graduate
1;1;1;9500;1;1;141.0;1;19;38;5;7;125.5;0;0;0;1;0;0;18;0;0;8;10;8;12.86;2;0;8;10;8;12.86;2;9.4;-0.8;-3.12;Graduate
1;17;4;9670;1;1;135.0;1;38;38;9;7;127.0;1;0;0;1;0;0;18;0;0;6;10;6;12.25;0;0;6;9;6;13.714285714285714;0;11.1;0.6;2.02;Graduate
1;1;2;9085;1;1;117.0;1;38;37;9;9;113.5;1;0;0;1;0;1;21;0;0;5;7;4;12.0;0;0;5;5;5;12.2;0;10.8;1.4;1.74;Graduate
1;1;1;9500;1;1;160.0;1;19;19;4;9;154.4;0;0;0;1;0;1;18;0;0;7;9;7;15.116666666666667;0;0;8;9;8;16.168888888888887;0;15.5;2.8;-4.06;Graduate
1;51;1;9670;1;1;136.0;1;19;19;5;5;122.0;0;0;1;0;0;0;18;0;0;5;6;2;12.5;0;0;5;6;4;10.25;0;9.4;-0.8;-3.12;Dropout
1;17;2;9238;1;1;143.0;1;1;11;4;3;128.0;1;0;0;1;0;0;19;0;0;6;11;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
1;1;1;9670;1;1;119.0;1;1;19;4;10;115.5;1;0;0;1;0;0;19;0;0;6;8;4;11.0;0;0;6;9;4;11.0;0;10.8;1.4;1.74;Enrolled
1;17;4;9670;1;1;120.0;1;1;19;5;5;117.2;1;0;0;1;0;0;18;0;0;6;8;6;11.875;0;0;6;11;4;14.6;0;11.1;0.6;2.02;Graduate
1;39;1;9130;1;3;150.0;1;3;1;90;90;150.0;1;0;0;1;0;0;34;0;1;5;6;1;11.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;Dropout
1;1;3;9085;1;1;142.0;1;11;11;90;90;155.3;0;0;0;1;0;0;19;0;0;5;5;5;15.2;0;0;5;6;5;13.2;0;7.6;2.6;0.32;Graduate
1;44;1;9130;1;39;120.0;1;37;37;7;8;120.0;1;0;1;0;0;0;19;0;2;6;7;5;11.6;0;1;6;12;2;11.0;0;12.4;0.5;1.79;Dropout
1;51;1;9238;1;1;160.0;1;3;19;2;1;116.1;0;0;1;1;0;0;26;0;0;6;6;6;14.833333333333334;0;0;6;7;6;15.142857142857142;0;11.1;0.6;2.02;Graduate
1;17;1;9853;1;1;133.1;1;34;34;0;0;118.9;1;0;0;1;0;0;21;0;0;6;12;3;11.333333333333334;0;0;6;10;3;11.333333333333334;0;7.6;2.6;0.32;Dropout
1;17;2;9147;1;1;142.0;1;19;19;4;8;127.3;0;0;0;1;0;1;18;0;0;5;5;5;11.2;0;0;5;5;5;11.8;0;11.1;0.6;2.02;Graduate
1;17;4;9853;1;1;121.0;1;38;38;5;7;113.7;1;0;0;1;0;1;20;0;0;6;8;5;13.4;0;0;6;9;5;13.666666666666666;0;9.4;-0.8;-3.12;Graduate
1;51;1;9147;1;1;135.0;1;1;1;4;4;118.5;0;0;0;1;0;0;25;0;0;5;12;2;10.5;0;0;5;5;0;0.0;0;11.1;0.6;2.02;Dropout
1;1;1;9147;1;1;153.0;1;1;38;4;3;146.7;0;0;0;1;0;0;18;0;0;5;5;5;16.2;0;0;5;5;5;16.4;0;11.1;0.6;2.02;Graduate
1;1;1;9500;1;1;140.0;1;19;19;3;6;124.3;1;0;0;1;0;1;18;0;0;7;7;7;14.542857142857144;0;0;8;11;8;14.88181818181818;0;16.2;0.3;-0.92;Graduate
1;1;1;9500;1;1;152.0;1;41;19;3;5;137.8;0;0;0;1;0;0;19;0;0;7;7;7;13.694285714285714;0;0;8;9;8;14.355555555555554;0;11.1;0.6;2.02;Graduate
1;1;1;9238;1;1;120.0;1;19;38;5;9;130.2;0;0;0;1;0;1;18;0;0;6;8;6;11.285714285714286;0;0;6;10;6;11.857142857142858;0;12.4;0.5;1.79;Graduate
1;17;1;9500;1;1;160.0;1;38;38;7;7;147.8;0;0;0;1;0;0;20;0;0;7;11;6;11.757142857142856;0;0;8;12;6;13.083333333333334;0;15.5;2.8;-4.06;Enrolled
1;7;1;9085;1;40;150.0;1;19;19;9;5;150.0;0;0;1;0;0;0;26;0;0;3;3;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout
1;42;1;9500;1;1;100.0;1;37;37;7;9;100.0;1;0;0;1;0;1;19;0;0;8;8;7;13.058571428571428;0;0;8;8;7;13.058571428571428;0;10.8;1.4;1.74;Graduate
1;1;1;9500;1;1;150.0;1;1;1;5;1;155.6;0;0;0;1;0;0;19;0;0;7;7;7;14.3;0;0;8;9;8;14.055555555555555;0;16.2;0.3;-0.92;Graduate
1;43;4;9147;1;1;124.0;1;37;37;9;9;117.4;0;0;0;1;0;0;19;0;3;10;15;5;11.8;0;4;10;14;8;12.0;0;7.6;2.6;0.32;Graduate
1;5;3;9085;1;1;141.0;1;1;19;7;5;128.8;1;0;0;1;0;0;19;0;0;5;9;3;10.333333333333334;1;0;5;8;3;13.0;0;7.6;2.6;0.32;Enrolled
1;1;1;9254;1;1;121.0;1;19;19;5;8;117.5;1;0;0;1;0;0;18;0;0;6;7;6;10.571428571428571;0;0;6;11;3;11.666666666666666;0;16.2;0.3;-0.92;Graduate
1;43;1;9500;1;6;134.0;1;1;37;9;9;120.4;1;0;0;1;0;0;19;0;0;7;7;6;13.333333333333334;0;0;7;7;6;13.333333333333334;0;7.6;2.6;0.32;Graduate
1;1;1;9238;1;1;134.0;1;1;1;9;6;130.9;0;0;1;1;0;0;18;0;0;6;10;6;11.857142857142858;0;0;6;9;5;11.0;0;13.9;-0.3;0.79;Graduate
1;1;1;9853;1;1;132.0;1;2;19;4;4;125.0;1;0;0;1;0;0;18;0;0;6;9;5;12.6;0;0;6;8;5;11.4;0;9.4;-0.8;-3.12;Enrolled




















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































1;1;5;9147;1;1;134.0;1;3;2;2;2;134.7;0;0;0;1;1;0;22;0;1;5;10;4;11.75;0;0;5;10;3;11.0;0;7.6;2.6;0.32;Enrolled
1;1;1;9085;1;1;134.0;1;37;19;9;9;136.8;1;0;0;1;1;0;20;0;0;5;8;5;12.8;0;0;5;9;4;13.666666666666666;1;10.8;1.4;1.74;Graduate
1;44;1;9085;1;39;160.0;1;1;1;4;4;160.0;0;0;0;1;1;0;21;0;1;5;15;3;12.333333333333334;2;0;5;7;5;11.4;0;9.4;-0.8;-3.12;Graduate
1;44;1;9003;1;39;130.0;1;1;3;9;2;130.0;1;0;1;0;1;0;23;0;0;6;12;2;11.333333333333334;0;0;6;8;2;13.0;0;13.9;-0.3;0.79;Dropout
1;1;1;9238;1;1;141.0;1;19;1;7;3;128.8;1;0;0;1;1;0;18;0;0;6;10;5;11.6;0;0;6;6;6;11.166666666666666;0;10.8;1.4;1.74;Graduate
1;1;1;171;1;1;147.0;1;1;12;4;4;148.4;1;0;0;1;1;1;20;0;8;14;15;12;10.923076923076923;0;7;13;14;11;12.181818181818182;0;11.1;0.6;2.02;Graduate
1;1;1;171;1;1;137.0;1;1;38;4;5;130.4;1;0;0;1;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Graduate
2;39;1;9500;1;3;130.0;1;1;1;4;6;126.0;0;0;0;1;1;0;32;0;0;7;7;7;13.62857142857143;0;0;8;8;8;13.9125;0;13.9;-0.3;0.79;Graduate
1;1;6;9254;1;1;119.0;1;19;19;9;9;118.7;1;0;0;1;1;0;20;0;0;6;16;3;10.333333333333334;0;0;6;16;1;11.0;0;10.8;1.4;1.74;Dropout
1;39;1;9003;1;1;130.0;1;38;37;7;7;120.0;0;0;0;1;1;0;32;0;12;18;25;18;13.736842105263158;0;10;13;15;12;13.75;1;15.5;2.8;-4.06;Graduate
1;39;1;9003;1;1;130.0;1;38;19;9;6;120.0;1;0;0;1;1;0;28;0;7;13;19;8;11.625;0;5;10;17;6;11.0;0;15.5;2.8;-4.06;Enrolled
1;44;1;9070;1;39;120.0;1;1;38;5;5;116.3;1;1;0;1;1;1;21;0;2;7;7;4;11.5;0;5;9;10;7;12.142857142857142;0;12.4;0.5;1.79;Graduate
1;1;1;9773;1;1;130.0;1;38;37;9;6;133.9;0;0;0;1;1;1;19;0;0;6;8;5;14.0;0;0;6;8;6;13.0;0;10.8;1.4;1.74;Graduate
1;39;1;9991;0;39;150.0;1;19;19;9;9;150.3;0;0;0;1;1;0;24;0;0;5;7;3;11.333333333333334;0;0;5;6;0;0.0;0;10.8;1.4;1.74;Dropout
1;17;1;9147;1;1;120.0;1;38;38;9;8;118.3;0;0;0;1;1;0;18;0;0;5;13;1;10.0;0;0;5;5;1;10.0;0;12.7;3.7;-1.7;Dropout
1;44;1;9003;1;39;130.0;1;1;37;6;6;130.0;1;0;0;1;1;0;20;0;0;6;14;5;11.714285714285714;0;0;6;15;5;12.0;0;16.2;0.3;-0.92;Graduate
1;43;1;171;1;39;140.0;1;38;37;9;7;140.0;0;0;0;0;1;0;25;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Dropout
1;17;6;9147;1;1;130.0;1;37;37;9;9;110.4;1;0;0;1;1;0;25;0;13;15;15;13;10.76923076923077;0;11;14;15;12;11.833333333333334;0;7.6;2.6;0.32;Dropout
1;17;4;9773;1;1;147.0;1;1;1;4;5;139.7;1;0;0;1;1;0;18;0;0;6;10;5;11.6;0;0;6;6;6;12.0;0;9.4;-0.8;-3.12;Dropout
1;1;1;9147;1;1;148.0;1;19;1;7;5;138.3;1;0;0;1;1;0;19;0;0;5;6;4;13.75;0;0;5;5;0;0.0;0;12.4;0.5;1.79;Dropout
1;1;5;9147;1;1;133.0;1;19;3;9;9;123.2;1;0;0;1;1;0;18;0;0;5;14;4;11.0;0;0;5;9;5;10.5;0;13.9;-0.3;0.79;Dropout
1;42;1;9147;1;1;135.0;1;19;1;4;4;120.0;0;0;0;0;1;0;25;0;0;5;6;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Dropout
1;39;1;171;1;1;116.0;1;34;34;0;0;127.0;1;0;0;1;1;0;38;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Dropout
1;44;1;171;1;39;110.0;1;1;1;1;7;114.2;0;0;0;1;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.4;0.5;1.79;Dropout
1;1;4;9773;1;1;133.0;1;1;19;9;9;119.7;1;0;0;1;1;0;19;0;0;6;7;6;12.333333333333334;0;0;6;10;5;13.2;0;16.2;0.3;-0.92;Graduate
1;44;1;9085;1;39;150.0;1;38;37;9;4;150.0;1;0;0;1;1;1;22;0;0;6;9;6;13.428571428571429;0;1;6;12;6;13.625;0;12.4;0.5;1.79;Graduate
1;1;6;9119;1;1;135.0;1;2;1;3;5;123.5;1;0;0;1;1;0;18;0;0;5;10;0;0.0;0;0;5;10;1;10.0;3;7.6;2.6;0.32;Enrolled
1;7;1;9991;0;3;130.0;1;19;19;3;9;130.0;0;0;0;0;1;0;32;0;0;5;12;4;14.75;0;0;5;9;2;15.0;0;16.2;0.3;-0.92;Dropout
1;43;1;9853;1;1;130.0;1;2;39;2;5;124.6;0;0;0;1;1;0;37;0;19;21;21;21;12.476190476190476;0;13;19;19;19;12.210526315789474;0;12.4;0.5;1.79;Graduate
1;17;1;9119;1;1;132.0;1;37;37;9;6;119.4;1;0;0;1;1;0;21;0;0;5;8;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1;1;1;9254;1;1;125.0;1;1;3;4;1;121.9;1;0;0;1;1;0;18;0;0;6;15;3;11.666666666666666;0;0;6;14;2;12.5;0;10.8;1.4;1.74;Dropout
1;1;3;9070;1;1;118.0;1;43;3;123;123;110.0;1;0;1;1;1;0;19;0;0;6;6;6;12.0;0;0;6;7;6;13.571428571428571;0;8.9;1.4;3.51;Graduate
1;17;1;9670;1;1;118.0;1;1;19;4;8;118.7;0;0;0;1;1;1;19;0;0;6;7;6;12.0;0;0;6;6;6;14.0;0;12.4;0.5;1.79;Graduate
1;1;1;171;1;1;161.0;41;1;1;9;7;163.1;1;0;0;0;0;0;19;1;6;12;12;12;15.25;0;4;11;12;11;15.0;0;8.9;1.4;3.51;Graduate
1;17;1;9773;1;1;136.0;1;19;38;9;9;121.7;1;0;0;1;1;1;19;0;0;6;9;5;12.4;0;0;6;6;6;13.166666666666666;0;12.7;3.7;-1.7;Graduate
1;15;1;9147;1;1;135.0;26;1;1;9;7;135.0;0;0;1;1;1;0;21;1;0;5;9;3;12.333333333333334;0;0;5;8;4;11.25;0;8.9;1.4;3.51;Enrolled
4;39;1;9991;0;1;147.0;1;19;19;7;8;147.9;0;0;0;1;0;0;28;0;0;5;8;4;11.5;0;0;5;7;4;12.0;0;10.8;1.4;1.74;Enrolled
1;1;1;9773;1;1;124.0;17;1;1;3;5;118.1;1;0;1;0;0;0;19;1;0;6;8;5;12.2;0;0;6;6;4;11.75;0;16.2;0.3;-0.92;Dropout
1;39;1;9991;0;19;133.1;1;37;37;9;6;105.3;0;0;1;1;0;0;28;0;0;5;14;2;10.5;0;0;5;6;0;0.0;0;12.4;0.5;1.79;Dropout
1;1;1;9500;1;1;141.0;1;19;19;7;9;139.8;0;0;0;1;0;1;19;0;0;8;8;7;14.4;0;0;8;8;7;14.4;0;12.7;3.7;-1.7;Graduate
2;7;1;8014;0;3;130.0;1;19;38;3;7;130.0;0;0;0;1;0;0;32;0;8;14;18;13;12.846153846153848;0;7;11;19;10;12.8;0;10.8;1.4;1.74;Graduate
1;39;1;8014;0;39;110.0;1;19;37;9;8;127.5;0;0;1;0;0;0;26;0;0;6;13;4;12.0;0;0;6;7;5;13.2;0;16.2;0.3;-0.92;Dropout
2;39;1;9147;1;12;133.1;1;37;37;9;9;120.0;0;0;0;1;0;0;25;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
2;43;2;9853;1;1;130.0;1;38;31;4;1;124.2;0;0;0;1;0;0;31;0;3;7;8;6;13.666666666666666;0;1;6;8;5;13.5;0;9.4;-0.8;-3.12;Dropout
1;17;1;9238;1;1;120.0;1;37;1;9;5;113.4;1;0;0;1;0;1;20;0;0;6;10;5;11.857142857142858;0;0;6;8;6;11.666666666666666;0;12.7;3.7;-1.7;Graduate
1;1;4;9238;1;1;133.1;1;1;37;8;9;118.0;1;0;0;1;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;Dropout
1;17;1;171;1;1;145.0;1;37;19;5;9;130.0;1;0;0;1;0;0;23;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;Dropout
1;1;1;9238;1;1;131.0;1;37;1;9;9;135.9;1;0;0;1;0;0;18;0;0;6;8;5;13.2;0;0;6;6;6;11.333333333333334;0;9.4;-0.8;-3.12;Graduate
1;1;2;9238;1;1;147.0;1;19;38;9;8;135.8;1;0;0;1;0;1;19;0;0;6;8;6;12.714285714285714;0;0;6;12;5;11.0;0;13.9;-0.3;0.79;Dropout
1;1;1;9254;1;1;138.0;1;38;19;9;10;133.1;0;0;0;1;0;0;18;0;0;6;6;6;12.5;0;0;6;6;6;12.666666666666666;0;15.5;2.8;-4.06;Graduate
1;1;1;9147;1;1;123.0;1;1;1;4;6;118.8;1;0;0;1;0;0;21;0;0;5;9;3;10.666666666666666;0;0;5;13;2;12.5;0;7.6;2.6;0.32;Enrolled
1;1;2;9773;1;1;129.0;1;37;37;9;7;117.1;1;0;0;1;0;0;20;0;0;6;12;1;17.0;0;0;6;12;1;17.0;0;9.4;-0.8;-3.12;Enrolled
1;1;1;9085;1;1;125.0;1;1;19;4;9;114.5;1;0;0;1;0;0;24;0;0;5;6;5;13.0;1;0;5;9;4;13.25;0;12.7;3.7;-1.7;Graduate
